歌曲id,歌曲频率,歌曲名字,歌手id,歌曲歌词
28563317,72.0,阴天快乐,2116,作词易家扬作曲林俊杰编曲编曲制作人林俊杰配唱制作林俊杰制作协力周信廷电子合成器仿音合成器键琴程序编排吉他亚贤鼓低音吉他何俊杰钢琴林俊杰第一小提琴孔朝晖顾文丽隋晶晶第二小提琴张振山尹淑占孔宪隆中提琴关旗水兵大提琴王言郭皓和声编写林俊杰和声合唱团录音室白金录音室台北录音师潘尧泓林俊杰混音室白金录音室混音师林正忠飞行石有限公司天空它像什么爱情就像什么几朵云在阴天忘了该往哪儿走思念和寂寞被吹进了左耳也许我记不住可是也忘不掉那时候那种秘密的快乐听阴天说什么在昏暗中的我想对着天讲说无论如何阴天快乐叫阴天别闹了想念你都那么久那么久了我一抬头就看见你那个酒窝翻山越岭之后爱却神出鬼没你像一首唱到沙哑偏爱的情歌旅途中坐一坐在秋千上的我原来我忽略的如今想纪念也没用那些时光的因果听阴天说什么在昏暗中的我想对着天讲说无论如何阴天快乐叫阴天别闹了想念你都那么久那么久了我一抬头就看见你那个酒窝过去穿过了现在绕过了未来缝在心海中带着你我旅行变成老头孤单怕成了习惯所以我淡定走在人海中偶尔想看云飞却没风听阴天说什么在昏暗中的我想对着天讲说无论如何阴天快乐叫阴天别闹了想念你都那么久那么久了我一抬头就看见了当时的我
436487129,40.0,Move Your Body (Alan Walker Remix),74625,作词作曲编曲
191528,43.0,够钟,6479,作词冯曦妤作曲周国贤编曲周国贤编曲周国贤像我这样成就或太牵强而像你这样每一位也心痒清楚你未暗示我是我幻想给我想太多导致内伤迷药快过回复正常够钟死心了当你沉默得高调当得我历劫低潮为何尚要打扰过几多通宵至肯醒觉才愿退烧爱不了却偏走不了别说笑没有感受灵魂被你拖走缠在你左右我乞讨等接收风沙扑面我未怕为你暴走惊觉只有沙没有绿洲还是放弃无谓献丑够钟死心了当你沉默得高调当得我历劫低潮为何尚要骚扰过几多通宵至肯醒觉才愿退烧爱不了却偏走不了没救了一蹶不振的我从今起好应该自量面对高贵漂亮的扮相别妄想高攀得到金奖何事落到这收场枯死在你的手上风花月似戏一场遗容任你瞻仰壮观得夸张你可会流着泪冥想最终你吐出这一句别勉强监制陈光荣
1299550532,91.0,倒数,7763,作词邓紫棋作曲邓紫棋编曲还没到的樱花季还没用的照相机还没光临的餐厅还在期待有着你的旅行等待日落的巴黎铁塔之下牵着你等待说着我愿意等待未来每天身边有你一点一滴每一天珍惜怕突然来不及好好的爱你时针一直倒数着我们剩下的快乐此刻相拥的狂热却永远都深刻心跳一直倒数着生命剩下的温热至少用力地爱着还乌黑的头发有你就不怕白了漆黑过后是旭日泪流以后是坚持真的爱是日复日从不放弃重复说你愿意还没退化的眼睛抓紧时间看看你爱是从来不止息一个风景每天新的生命一点一滴每一天珍惜用尽每一口气好好的爱你时针一直倒数着我们剩下的快乐此刻相拥的狂热却永远都深刻心跳一直倒数着生命剩下的温热至少用力地爱着还乌黑的头发有你就不怕白了咖啡再不喝就酸了晚餐再不吃就冷了爱着为什么不说呢难道错过了才来后悔着谁梦未实现就醒了谁心没开过就灰了追逐爱的旅途曲折就算再曲折为你都值得一点一滴每一天珍惜用尽每一口气好好的爱你时针一直倒数着我们剩下的快乐此刻相拥的狂热却永远都深刻心跳一直倒数着生命剩下的温热至少痛并快乐着爱过才算活着有你别无所求了有你别无所求了有你别无所求了有你别无所求了有你别无所求了有你别无所求了监制
28256943,668.0,爱情没有刚刚好,4393,作词潇彬作曲文颖秋早一秒不会遇到晚一步就会走掉我和你没有想到能相逢不能拥抱是命运开的玩笑把回忆演到太好爱上你无法脱逃偏偏我得不到用力的微笑泪忍住不掉失去了你怕一生都不会再遇到幸福还没到你已经走掉原来爱情没有刚刚好我站在冷的街角安静跟孤独拥抱明知道放手就好偏偏我忘不了用力的微笑假装我很好那么爱你却也只能忍痛说不要缘分还没到就已经死掉原来爱情没有刚刚好用力的微笑假装我很好那么爱你却也只能忍痛说不要缘分还没到就已经死掉原来爱情没有刚刚好原来爱情没有刚刚好
94639,88.0,相依为命,2112,作词黄伟文作曲陈光荣编曲褚镇东编曲褚镇东旁人在淡出终于只有你共我一起仍然自问幸福虽说有阵时为你生气其实以前和你互相不懂得死心塌地直到共你度过多灾世纪即使身边世事再毫无道理与你永远亦连在一起你不放下我我不放下你我想确定每日挽住同样的手臂不敢早死要来陪住你我已试够别离并不很凄美我还如何撇下你年华像细水冲走几个爱人与知己抬头命运射灯光柱罩下来剩我跟你难道有人离去是想显出好光阴有限让我学会为你贪生怕死即使身边世事再毫无道理与你永远亦连在一起你不放下我我不放下你我想确定每日挽着同样的手臂不敢早死要来陪住你我已试够别离并不很凄美见尽了云涌风起还怎么舍得放下你证明爱人又爱己何以要那么悲壮才合理即使身边世事再毫无道理与你永远亦连在一起你不放下我我不放下你我想确定每日挽着同样一双臂不必挑选我们成大器当我两个并无冒险的福气见尽了云涌风起还怎么舍得放下你我们仍珍惜这啖气
535793433,55.0,最后我们没在一起,12356407,作词林华勇作曲林华勇编曲许笑荣监制混音周晓明制作人林华勇我们已经有很久没有联系学会接受你离开的事实有些事有些人已变成回忆在岁月的沼泽里无法抹去曾经那一场恋爱保卫战役孤勇的战斗到无能为力我在最好的年纪遇见了你却没有好好珍惜而失去你后来的我们没有走到一起哪怕我多年以后还爱着你我以为时间可以把你忘记可是我始终骗不过自己最终的我们没有走到一起尽管到现在你未嫁我未娶只可惜爱情再回不到过去再爱你一次曾经那一场恋爱保卫战役孤勇的战斗到无能为力我在最好的年纪遇见了你却没有好好珍惜而失去你后来的我们没有走到一起哪怕我多年以后还爱着你我以为时间可以把你忘记可是我始终骗不过自己最终的我们没有走到一起尽管到现在你未嫁我未娶只可惜爱情再回不到过去再爱你一次后来的我们没有走到一起哪怕我多年以后还爱着你我以为时间可以把你忘记可是我始终骗不过自己最终的我们没有走到一起尽管到现在你未嫁我未娶只可惜爱情再回不到过去再爱你一次
451642538,62.0,不浪漫罪名（Cover 王杰）,12258318,作词无作曲无没有花这刹那被破坏吗无野火都会温暖吗无烟花一起庆祝好吗若爱恋彷似戏剧那样假如布景一切都美化连相拥都参照主角吗你说我未能定时令你每天欢笑一次我没说出一句美丽台词是你心中一种缺陷定义流进了眼角里的刺为何不浪漫亦是罪名为何不轰烈是极坏事情从来未擦觉我每个动作没有声都有爱你的挚证为何苦不浪漫亦是罪名为何总等待着特别事情从来未擦觉我语气动听在我呼吸声早已说明甚么都会用一生保证没有花这刹那被破坏吗无野火都会温暖吗无烟花一起庆祝好吗若爱恋彷似戏剧那样假如布景一切都美化连相拥都参照主角吗你说我未能定时令你每天欢笑一次我没说出一句美丽台词是你心中一种缺陷定义流进了眼角里的刺为何不浪漫亦是罪名为何不轰烈是极坏事情从来未擦觉我每个动作没有声都有爱你的挚证为何苦不浪漫亦是罪名为何总等待着特别事情从来未擦觉我语气动听在我呼吸声早已说明甚么都会用一生保证为何不浪漫亦是罪名为何不轰烈是极坏事情从来未擦觉我每个动作没有声都有爱你的挚证为何苦不浪漫亦是罪名为何总等待着特别事情从来未擦觉我语气动听在我呼吸声早已说明甚么都会用一生保证
29539085,10.0,Beautiful In White (Demo),45839,
29759733,20.0,可乐,1038040,作词赵紫骅作曲赵紫骅可惜在遇见我那天你并不快乐可能是因为我们相遇得太晚了可是我要走了可温暖要走了可否有另一个我在你身后给予快乐可当我牵着你的手傻乎乎地乐渴望的爱情终于在我生命出现了可时间倒数了可你的答案停住了可想到你的脸我还是很快乐可能你不快乐可惜你不快乐可能是我的爱情它来得太晚了可他给了你些什么你是不是真快乐可要听我的话别再为他犯傻了可能你不快乐可我要你快乐可能是我的爱情它来得太晚了可我只想对你说我绝对不退出了可以让你快乐是我的快乐可当我牵着你的手傻乎乎地乐渴望的爱情终于在我生命出现了可时间倒数了可你的答案停住了可想到你的脸我还是很快乐可能你不快乐可惜你不快乐可能是我的爱情它来得太晚了可他给了你些什么你是不是真快乐可要听我的话别再为他犯傻了可能你不快乐可我要你快乐可能是我的爱情它来得太晚了可我只想对你说我绝对不退出了可以让你快乐是我的快乐可能你不快乐可惜你不快乐可能是我的爱情它来得太晚了可他给了你些什么你是不是真快乐可要听我的话别再为他犯傻了可能你不快乐可我要你快乐可能是我的爱情它来得太晚了可我只想对你说我绝对不退出了可以让你快乐是我的快乐
65681,40.0,我可以,2121,作词林唯周炜傑作曲蔡旻佑寄没有地址的信这样的情绪有种距离你放着谁的歌曲是怎样的心情能不能说给我听雨下的好安静是不是你偷偷在哭泣幸福真的不容易在你的背景有我爱你我可以陪你去看星星不用再多说明我就要和你在一起我不想又再一次和你分离我多么想每一次的美丽是因为你寄没有地址的信这样的情绪有种距离喔你放着谁的歌曲是怎样的心境能不能说给我听雨下的好安静是不是你偷偷在哭泣幸福它真的不容易在你的背景有我爱你我可以陪你去看星星不用再多说明我就要和你在一起我不想又再一次和你分离我多么想每一次的美丽是因为你我可以陪你去看星星不用再多说明我就要和你在一起我不想又再一次和你分离我多么想每一次的美丽是因为你哦
108485,61.0,Always Online,3684,作词林怡凤作曲林俊杰编曲蔡政勋陈建玮变色的生活任性的挑拨疯狂的冒出了头单方的守候试探的温柔还是少了点什么遥远两端爱挂在天空飞风停了也无所谓只因为你总说准备好了和你爱开始扩散我们连结了穿越天空银河开始倒数删除我的孤单尽是深刻爱亮了爱笑了变色的生活任性的挑拨疯狂的冒出了头单方的守候试探的温柔却还是少了点什么遥远两端爱挂在天空飞风停了也无所谓只因为你总说我准备好了和你爱开始扩散我们连结了穿越天空银河开始倒数删除我的孤单尽是深刻爱亮了爱笑了准备好了和你爱开始扩散我们连结了穿越天空银河开始倒数删除我的孤单爱亮了爱笑了爱亮了爱笑了制作人林俊杰配唱制作吴剑泓制作协力陈炯顺键盘陈建玮蔡政勋和声编写林俊杰和声林俊杰录音室录音师吴剑泓混音室混音师林俊杰吴剑泓大潮音乐经纪有限公司大潮音乐经纪有限公司
108418,55.0,背对背拥抱,3684,作词林怡凤作曲林俊杰编曲吴庆隆话总说不清楚该怎么明了一字一句像圈套旧账总翻不完谁无理取闹你的双手甩开刚好的微妙然后战火再燃烧我们背对背拥抱滥用沉默在咆哮爱情来不及变老葬送在烽火的玩笑我们背对背拥抱真话兜着圈子乱乱绕只是想让我知道只是想让你知道爱的警告话总说不清楚该怎么明了一字一句像圈套旧账总翻不完谁无理取闹你的双手甩开刚好的微妙然后战火再燃烧我们背对背拥抱滥用沉默在咆哮爱情来不及变老葬送在烽火的玩笑我们背对背拥抱真话兜着圈子乱乱绕只是想让我知道只是想让你知道爱的警告我不要一直到形同陌路变成自找既然可以拥抱就不要轻易放掉我们背对背拥抱滥用沉默在咆哮爱情来不及变老葬送在烽火的玩笑我们背对背拥抱真话兜着圈子乱乱绕只是想让我知道只是想让你知道这警告只是想让我知道只是想让你知道爱的警告制作人吴剑泓制作协力陈炯顺键盘吴庆隆吉他低音吉他鼓和声编写吴剑泓和声林俊杰录音室台北新加坡录音师林子钦吴剑泓混音室新加坡混音师大潮音乐经纪有限公司大潮音乐经纪有限公司
517565282,42.0,多想留在你身边,12176360,作词孙莞作曲孙莞编曲吕宏斌没有花瓣的季节剩下落叶的秋天那张枯黄的脸印着时光变迁真的好久不见头发多了些银线多年时间奔波忽略了太多太多你对我的思念我却没有发觉每次你在电话那边唠叨我却借口挂断如果能够留在你身边伴你日日夜夜看看爱我的那个人的容颜如果能够留在你身边重拾爱的碎片填补在岁月的章节没有花瓣的季节剩下落叶的秋天那张枯黄的脸印着时光变迁真的好久不见头发多了些银线多年时间奔波忽略了太多太多你对我的思念我却没有发觉每次你在电话那边唠叨我却借口挂断如果能够留在你身边伴你日日夜夜看看爱我的那个人的容颜如果能够留在你身边重拾爱的碎片填补在岁月的章节如果能够留在你身边伴你日日夜夜看看爱我的那个人的容颜如果能够留在你身边重拾爱的碎片填补在岁月的章节
424264505,82.0,你，好不好？,980025,作词周兴哲吴易纬作曲周兴哲编曲陈建骐是不是还那么爱迟到熬夜工作又睡不好等你完成你的目标要戒掉逞强的嗜好都怪我把自尊放太高没有把你照顾好骄傲是脆弱的外表最怕我的心你不要能不能继续对我哭对我笑对我好继续让我为你想为你疯陪你老你好不好好想知道别急着把回忆都丢掉我只需要你在身边陪我吵陪我闹用好的我把过去坏的我都换掉好想听到你坚决说爱我可惜回不去那一秒你好不好天知道我快要受不了后悔钻进心里烧拥抱再多一次就好你要的我都做得到能不能继续对我哭对我笑对我好继续让我为你想为你疯陪你老给你的好还要不要答案我却不敢揭晓我只需要你在身边陪我吵陪我闹别用离开教我失去的人最重要别说你曾经爱过我让我们回到那一秒你好不好能不能继续对我哭对我笑对我好继续让我为你想为你疯陪你老你好不好我好想知道别急着把我的爱丢掉我只需要你在身边陪我吵陪我闹别用离开教我失去的人最重要别说你曾经爱过我让我们回到那一秒你好不好
5254474,671.0,Never Say Good Bye,124316,
287035,510.0,遇见,9272,作词易家扬作曲林一峰编曲听见冬天的离开我在某年某月醒过来我想我等我期待未来却不能因此安排阴天傍晚车窗外未来有一个人在等待向左向右向前看爱要拐几个弯才来我遇见谁会有怎样的对白我等的人他在多远的未来我听见风来自地铁和人海我排着队拿着爱的号码牌阴天傍晚车窗外未来有一个人在等待向左向右向前看爱要拐几个弯才来我遇见谁会有怎样的对白我等的人他在多远的未来我听见风来自地铁和人海我排着队拿着爱的号码牌我往前飞飞过一片时间海我们也曾在爱情里受伤害我看着路梦的入口有点窄我遇见你是最美丽的意外总有一天我的谜底会揭开
513791211,98.0,广东十年爱情故事,12760978,作词广东雨神作曲广东雨神安静地离去和孤单一起拥挤的回忆时间抹去人在广东已经漂泊十年有时也怀念当初一起经已改变让这天空将你我相连怀念你走了云的天空还任性是否它相信在乎反而容易放弃非要最后一无所有才无所畏惧对白我知道好多时候爱一个人系冇任何理由嘅你同其他女仔唔一样嘅就系你从来都唔问我钟意你乜反而我成日都问你你究竟钟意我乜笑的多一些改变要彻底直面这世界真假游戏人在广东已经漂泊十年有时也怀念当初一起经已改变让这天空将你我相连怀念你走了云的天空还任性是否它相信下一次的相遇就算最后一无所有也无所畏惧相信你就如当初一起行过广东这十年幸福走了唏嘘感慨那当初相信你哪怕坚强是假装出勇敢的面具也不能少活得精彩的勇气人在广东已经漂泊十年有时也怀念当初一起经已改变让这天空将你我相连怀念你走了云的天空还任性是否它相信下一次的相遇就算最后一无所有也无所畏惧
517009807,93.0,你根本不懂,12262634,作词箱子君作曲箱子君编曲吕宏斌混音卢晓武女时间分分钟钟都有你给的心痛我想要冷静你别再说你都懂你根本不懂我有多么痛你的话太让人心痛男定格在后悔的瞬间脸上悲伤在蔓延失落不安后失眠时间冻结在这一刻时间情绪如果能倒退怒火收敛一点点也不会再见我不懂怎么想你我不懂控制情绪你能否包容一点我太抱歉女时间分分钟钟都有你给的心痛我想要冷静你别再说你都懂你根本不懂我有多么痛你的话太让人心痛也许你只会为了你自己而感动不懂我想要的而轻易就放松我不过想要你能陪着我难道说这也是做梦男定格在后悔的瞬间脸上悲伤在蔓延失落不安后失眠时间冻结在这一刻时间情绪如果能倒退怒火收敛一点点也不会再见我不懂怎么想你我不懂控制情绪你能否包容一点我太抱歉女时间分分钟钟都有你给的心痛我想要冷静你别再说你都懂你根本不懂我有多么痛你的话太让人心痛也许你只会为了你自己而感动不懂我想要的而轻易就放松我不过想要你能陪着我难道说这也是做梦时间分分钟钟都有你给的心痛我想要冷静你别再说你都懂你根本不懂我有多么痛你的话太让人心痛也许你只会为了你自己而感动不懂我想要的而轻易就放松我不过想要你能陪着我难道说这也是做梦
1293951677,4.0,昨日青空,13058503,作词唐恬作曲钱雷编曲钱雷忽然一瞬间长大就像被时间的手擦模糊的画我们啊各自要去哪问题好傻谁又能回答想念从不说话来不及的再见多喧哗陪我看大雨落下潮湿的心滴滴答答带着温柔又想起你啊我好想你在起风的夜里我好想你在人群的缝隙你听见吗这一句喜欢你追得上你背影吗那些大喊过的名字没完成的约定全都藏在心底开出寂寞的花你好吗为什么长大就要走散啊你现在在哪里隔我多远距离是否勇敢飞行有没有人爱你每当我想起你世界突然安静你也一样吗青春有你出席不是为了让你缺席好想沿着回忆狂奔向你昨日的青空随少年挥手消失在人海之中你在吗你能听到吗我想你啊我好想你在起风的夜里我好想你在人群的缝隙你听见吗这一句喜欢你追得上你背影吗那些大喊过的名字没完成的约定全都藏在心底开出寂寞的花你好吗为什么长大就要走散啊你现在在哪里隔我多远距离是否勇敢飞行有没有人爱你每当我想起你世界突然安静你也一样吗青春有你出席不是为了让你缺席好想沿着回忆狂奔向你昨日的青空随少年挥手消失在人海之中你在吗你要幸福啊我想你啊李卓和音李卓吉他陈磊录音室钱雷混音周天澈制作人钱雷录影棚那英工作室
108138,125.0,那些你很冒险的梦,3684,作词王雅君作曲林俊杰编曲吴庆隆当两颗心开始震动当你瞳孔学会闪躲当爱慢慢被遮住只剩下黑距离像影子被拉拖当爱的故事剩听说我找不到你单纯的面孔当生命每分每秒都为你转动心多执着就加倍心痛那些你很冒险的梦我陪你去疯折纸飞机碰到雨天终究会坠落太残忍的话我直说因为爱很重你却不想懂只往反方向走当爱的故事剩听说我找不到你单纯的面孔当生命每分每秒都为你转动心有多执着就加倍心痛那些你很冒险的梦我陪你去疯折纸飞机碰到雨天终究会坠落太残忍的话我直说因为爱很重你却不想懂只往反方向走我不想放手你松开的左手你爱的放纵我白不回天空我输了累了当你再也不回头那些你很冒险的梦我陪你去疯折纸飞机碰到雨天终究会坠落太残忍的话我直说因为爱很重你却不想懂只往反方向走你真的不懂我的爱已降落制作人许环良配唱制作许环良制作协力陈炯顺温晋禾键盘吴庆隆吉他弦乐中国国家交响乐团和声编写许环良和声录音室中央新影录音棚录音师陈忠弘王帅李岳松混音室混音师许环良母带后期处理制作人林俊杰母带后期处理录音室母带后期处理录音师福茂著作权
167844,44.0,灰色头像,5771,作词许嵩作曲许嵩昨夜做了一个梦梦里我们回到手牵着手醒来的失落无法言说打开了聊天记录停步去年的深秋最后的挽留没有说出口我们还是朋友是那种最遥远的朋友你给过的温柔在记录之中全部都保有你灰色头像不会再跳动哪怕是一句简单的问候心贴心的交流一页页翻阅多难过是什么坠落升空又想起你曾说的陪我到最后暖色的梦变冰凉的枷锁如果时光倒流我们又能抓得住什么打开了聊天记录停步去年的深秋最后的挽留没有说出口我们还是朋友是那种最遥远的朋友你给过的温柔在记录之中全部都保有你灰色头像不会再跳动哪怕是一句简单的问候心贴心的交流一页页翻阅多难过是什么坠落升空又想起你曾说的陪我到最后暖色的梦变冰凉的枷锁如果时光倒流我们又能抓得住什么当我发现所谓醒来其实是另一个梦你不在这世界梦的出口散不开的浓雾太沉重你不在这世界就算当初声嘶力竭我作苦苦的求你留下别走也没用灰色头像静静悄悄不会再跳动我的绝望溢出胸口是什么坠落升空你灰色头像不会再跳动暖色的梦变冰凉的枷锁如果时光倒流我们又能抓得住什么
541511427,6.0,不在,1177014,作词尤雅琪作曲胜屿不在韩安旭词尤雅琪曲胜屿编曲胜屿我累了就紧紧锁住情绪不再放任它堆积我痛了就静静屏住呼吸不给想念留余地只是下雨时会委屈只是想起你会哭泣没关系真没关系我终于学会一个人弹琴只是弹琴没有你我终于学会一个人做梦只是做梦没有你我依旧像从前粗心时常会忘记星期几却始终忘不掉你看我的眼睛穿过了熙攘的人海想找谁能把你取代复制你曾给过我的那种宠爱掏空了回忆的脑海寂寞却狠狠扑过来措手不及无法躲开我承认是我太依赖像个不懂事的小孩挥霍掉我们的未来才醒过来我承认后悔了伤害抛开你的好我的坏直到如今学会忍耐你不在我终于学会一个人弹琴只是弹琴没有你我终于学会一个人做梦只是做梦没有你我依旧像从前粗心时常会忘记星期几却始终忘不掉你看我的眼睛穿过了熙攘的人海想找谁能把你取代复制你曾给过我的那种宠爱掏空了回忆的脑海寂寞却狠狠扑过来措手不及无法躲开我承认是我太依赖像个不懂事的小孩挥霍掉我们的未来才醒过来我承认后悔了伤害抛开你的好我的坏直到如今学会忍耐你不在
109916,31.0,不具名的悲伤,3694,作词作曲编曲于京延我没有比其他人强悍这没有什么好隐瞒泪水和你一样烫也会有心慌只是不代表我要对人讲工作很忙没有谁不忙我在工作之间流浪剩下的未标示的时光就像一个空罐找不到任何事情可以填满有一种情绪是不具名的悲伤跟我爱不到的那人仿佛无关只有回忆发出的闷响越听越觉遗憾我可不可以什么都不想这是你留给我不具名的悲伤我甚至说不出痛在哪个地方爱不费一颗子弹灵魂却洞穿我投降能不能把记忆关上工作很忙没有谁不忙我在工作之间流浪剩下的未标示的时光就像一个空罐找不到任何事情可以填满有一种情绪是不具名的悲伤跟我爱不到的那人仿佛无关只有回忆发出的闷响越听越觉遗憾我可不可以什么都不想这是你留给我不具名的悲伤我甚至说不出痛在哪个地方爱不费一颗子弹灵魂却洞穿我投降能不能把记忆关上越强烈的爱后劲越强痛一直延长在往后的每个夜晚我以为时间是最好的偏方治好的全都是皮外伤我的不具名的悲伤跟我爱不到的那人仿佛无关只有回忆发出的闷响越听越觉遗憾我可不可以什么都不想这是你留给我不具名的悲伤我甚至说不出痛在哪个地方爱不费一颗子弹灵魂却洞穿我投降能不能把记忆关上
33887645,42.0,回忆总想哭,4678,作词姜玉阳作曲姜玉阳常常习惯性的想你的需要不知你现在可好换你一个微笑我愿为爱乞讨愿永远做你的依靠果然没有爱也没有了烦恼只是记忆抹不掉你烫过的衣服仿佛还有温度却抵挡不了我寒冷孤独回忆总想哭一个人太孤独这段情千山万水却迷了路千辛万苦的付出早已放弃了归路爱到深处却只剩下无助回忆总想哭一个人的幸福就像你最后给我那些叮嘱爱如何形同陌路你走有你走的苦怎知你走以后不会为我哭果然没有爱也没有了烦恼只是记忆抹不掉你烫过的衣服仿佛还有温度却抵挡不了我寒冷孤独回忆总想哭一个人太孤独这段情千山万水却迷了路千辛万苦的付出早已放弃了归路爱到深处却只剩下无助回忆总想哭一个人的幸福就像你最后给我那些叮嘱爱如何形同陌路你走有你走的苦怎知你走以后不会为我哭回忆总想哭一个人太孤独这段情千山万水却迷了路千辛万苦的付出早已放弃了归路爱到深处却只剩下无助回忆总想哭一个人的幸福就像你最后给我那些叮嘱爱如何形同陌路你走有你走的苦怎知你走以后不会为我哭怎知你走以后不会为我哭
28285910,264.0,岁月神偷,893259,作词金玟岐作曲金玟岐编曲薛琳可能够握紧的就别放了能够拥抱的就别拉扯时间着急的冲刷着剩下了什么原谅走过的那些曲折原来留下的都是真的纵然似梦啊半醒着笑着哭着都快活谁让时间是让人猝不及防的东西晴时有风阴有时雨争不过朝夕又念着往昔偷走了青丝却留住一个你岁月是一场有去无回的旅行好的坏的都是风景别怪我贪心只是不愿醒因为你只为你愿和我一起看云淡风轻能够握紧的就别放了能够拥抱的就别拉扯时间着急的冲刷着剩下了什么原谅走过的那些曲折原来留下的都是真的纵然似梦啊半醒着笑着哭着都快活谁让时间是让人猝不及防的东西晴时有风阴有时雨争不过朝夕又念着往昔偷走了青丝却留住一个你岁月是一场有去无回的旅行好的坏的都是风景别怪我贪心只是不愿醒因为你只为你愿和我一起看云淡风轻时间是让人猝不及防的东西晴时有风阴有时雨争不过朝夕又念着往昔偷走了青丝却留住一个你岁月是一场有去无回的旅行好的坏的都是风景别怪我贪心只是不愿醒因为你只为你愿和我一起看云淡风轻
1293886117,93.0,年少有为,4292,作词李荣浩作曲李荣浩编曲李荣浩电视一直闪联络方式都还没删你待我的好我却错手毁掉也曾一起想有个地方睡觉吃饭可怎么去熬日夜颠倒连头款也凑不到墙板被我砸烂到现在还没修一碗热的粥你怕我没够都留一半带走给你形容美好今后你常常眼睛会红原来心疼我我那时候不懂假如我年少有为不自卑懂得什么是珍贵那些美梦没给你我一生有愧假如我年少有为知进退才不会让你替我受罪婚礼上多喝几杯和你现在那位也曾一起想有个地方睡觉吃饭可怎么去熬日夜颠倒连头款也凑不到墙板被我砸烂到现在还没修一碗热的粥你怕我没够都留一半带走给你形容美好今后你常常眼睛会红原来心疼我我那时候不懂假如我年少有为不自卑懂得什么是珍贵那些美梦没给你我一生有愧假如我年少有为知进退才不会让你替我受罪婚礼上多喝几杯和你现在那位假如我年少有为不自卑尝过后悔的滋味金钱地位搏到了却好想退回假如我年少有为知进退才不会让你替我受罪婚礼上多喝几杯和你现在那位在婚礼上多喝几杯祝我年少有为制作人李荣浩吉他李荣浩贝斯李荣浩鼓和声编写李荣浩和声李荣浩弦乐编写李荣浩弦乐国际首席爱乐乐团录音师李荣浩混音师李荣浩录音室北京一样音乐录音室混音室北京一样音乐录音室母带后期制作人李荣浩母带后期处理工程师周天澈母带后期处理录音室一样音乐工作室酷亚音乐深圳有限公司酷亚音乐股份有限公司
26092806,102.0,Take me hand,13953,作词作曲
