歌曲id,歌曲频率,歌曲名字,歌手id,歌曲歌词
1330348068,23.0,起风了,12085562,作词米果作曲高橋優编曲池窪浩一这一路上走走停停顺着少年漂流的痕迹迈出车站的前一刻竟有些犹豫不禁笑这近乡情怯仍无可避免而长野的天依旧那么暖风吹起了从前从前初识这世间万般流连看着天边似在眼前也甘愿赴汤蹈火去走它一遍如今走过这世间万般流连翻过岁月不同侧脸措不及防闯入你的笑颜我曾难自拔于世界之大也沉溺于其中梦话不得真假不做挣扎不惧笑话我曾将青春翻涌成她也曾指尖弹出盛夏心之所动且就随缘去吧逆着光行走任风吹雨打短短的路走走停停也有了几分的距离不知抚摸的是故事还是段心情也许期待的不过是与时间为敌再次看到你微凉晨光里笑得很甜蜜从前初识这世间万般流连看着天边似在眼前也甘愿赴汤蹈火去走它一遍如今走过这世间万般流连翻过岁月不同侧脸措不及防闯入你的笑颜我曾难自拔于世界之大也沉溺于其中梦话不得真假不做挣扎不惧笑话我曾将青春翻涌成她也曾指尖弹出盛夏心之所动且就随缘去吧晚风吹起你鬓间的白发抚平回忆留下的疤你的眼中明暗交杂一笑生花暮色遮住你蹒跚的步伐走进床头藏起的画画中的你低着头说话我仍感叹于世界之大也沉醉于儿时情话不剩真假不做挣扎无谓笑话我终将青春还给了她连同指尖弹出的盛夏心之所动就随风去了以爱之名你还愿意吗吉他池窪浩一贝斯小島剛広鼓吉田佳史键盘平畑徹也小提琴須磨和声弦乐須磨和声池窪浩一录音工程玉乃井光紀发行公司特别支持中村光雄
30987293,36.0,讲真的,1053026,作词黄然作曲何诗蒙今夜特别漫长有个号码一直被存放源自某种倔强不舍删去又不敢想明明对你念念不忘思前想后愈发紧张无法深藏爱没爱过想听你讲讲真的会不会是我被鬼迷心窍了敷衍了太多我怎么不难过要你亲口说别只剩沉默或许你早就回答了我讲真的想得不可得是最难割舍的各自好好过也好过一直拖自作多情了好吧我认了至少能换来释怀洒脱没丢失掉自我今夜特别漫长有个号码一直被存放源自某种倔强不舍删去又不敢想明明对你念念不忘思前想后愈发紧张无法深藏爱没爱过想听你讲讲真的会不会是我被鬼迷心窍了敷衍了太多我怎么不难过要你亲口说别只剩沉默或许你早就回答了我讲真的想得不可得是最难割舍的各自好好过也好过一直拖自作多情了好吧我认了至少能换来释怀洒脱没丢失掉自我讲真的会不会是我被鬼迷心窍了敷衍了太多我怎么不难过要你亲口说别只剩沉默或许你早就回答了我讲真的想得不可得是最难割舍的各自好好过也好过一直拖自作多情了好吧我认了至少能换来释怀洒脱没丢失掉自我
526464293,21.0,空空如也 ,9255,作词雪无影作曲雪无影编曲朱鸽熟悉的陌生的这种感觉重复的曾经的那些情节也只是怀念一滴滴一点点一页一篇分手了也不过三百多天可我却害怕遇见我懵懵懂懂过了一年这一年似乎没有改变守着你离开后的世界空空如也白天和晚上都是冬夜悲伤的到来我从不拒绝反正亦是空空空空如也我懵懵懂懂过了一年徘徊在石板路的街边曾经笑容灿烂如今却空空如也一切的星光都已陨灭得过且过是我如今速写无所谓让痛重叠我懵懵懂懂过了一年这一年似乎没有改变守着你离开后的世界空空如也白天和晚上都是冬夜悲伤的到来我从不拒绝反正亦是空空空空如也我懵懵懂懂过了一年徘徊在石板路的街边曾经笑容灿烂如今却空空如也一切的星光都已陨灭得过且过是我如今速写无所谓让痛重叠我懵懵懂懂过了一年这一年似乎没有改变守着你离开后的世界空空如也白天和晚上都是冬夜悲伤的到来我从不拒绝反正亦是空空空空如也我懵懵懂懂过了一年徘徊在石板路的街边曾经笑容灿烂如今却空空如也一切的星光都已陨灭得过且过是我如今速写无所谓让痛重叠录音浔浔朱鸽混音殇小谨吉他朱鸽尉迟墨儒和声皎月和声编写皎月制作人朱鸽配唱制作人殇小谨录音室混音室监制三千企划营销梦童娱乐千和世纪
428390981,8.0,千梦,188558,作词原晞作曲异新灰原穷编曲混音和声异新灰原穷杰画一笔炊烟十里依偎着人间朝夕塔故事中原来是你一生山水为迹杰有桃之夭夭凌风过浮生缥缈回旋年少不舍唱完的歌谣塔你眉眼含笑我亦多情不敢老彼时光景正好杰不见归来相思寄于山海塔风在城外裁去春秋几载合似曾是桥上轻雨伞开你着一袭素白回首千千对影燕徘徊塔借一缕月色如洗点染成相思无题杰曲终后依稀是你从此天涯为期塔兰舟催发早执手在苏堤春晓岁岁燕丘策马天下知多少杰听雨花事了春风却莫观其妙彼时光景正好塔不见归来相思寄于山海杰风在城外裁去春秋几载合似曾是桥上轻雨伞开你着一袭素白回首千千对影燕徘徊塔举杯邀月醉在桃溪春野杰南海飞雪吻过你的眉睫合想那年树下回眸无邪恰逢花雨未歇一梦千千让光阴重叠
442518503,79.0,后来的我们（Cover 五月天）,12083013,作词阿信作曲然后呢他们说你的心似乎痊愈了也开始有个人为你守护着我该心安或是心痛呢然后呢其实我的日子也还可以呢除了回忆肆虐的某些时刻庆幸还有眼泪冲淡苦涩而那些昨日依然缤纷着它们都有我细心收藏着也许你还记得也许你都忘了也不是那么重要了只期待后来的你能快乐那就是后来的我最想的后来的我们依然走着只是不再并肩了朝各自的人生追寻了无论是后来故事怎么了也要让后来人生精彩着后来的我们我期待着泪水中能看到你真的自由了我好想你你在哪亲爱的回忆我们共同走过的曲折是那些带我们来到了这一刻让珍贵的人生有失有得用新的幸福把遗憾包着就这么朝着未来前进了有再多的不舍也要狠心割舍别回头看我亲爱的只期待后来的你能快乐那就是后来的我最想的后来的我们依然走着只是不再并肩了朝各自的人生追寻了无论是后来故事怎么了也要让后来人生精彩着后来的我们我期待着泪水中能看到你真的幸福快乐在某处另一个你留下了在那里另一个我微笑着另一个我们还深爱着代替我们永恒着如果能这么想就够了无论是后来故事怎么了也要让后来人生值得后来的我们我期待着泪水中能看到你真的自由了我始终相信所有相遇都有意义
454935870,43.0,让我留在你身边,12126098,作词唐汉霄作曲唐汉霄原唱鹿晗后期维她命我从来不说话因为我害怕没有人回答我从来不挣扎因为我知道这世界太大太多时间浪费太多事要面对太多已无所谓太多难辨真伪太多纷扰是非在你身边是谁最渺小的我有大大的梦时间向前走一定只有路口没有尽头纷纷扰扰这个世界所有的了解只要让我留在你身边最渺小的我有大大的梦我愿意安静的活在每个有你的角落如果生活还有什么会让你难过别怕让我留在你身边都陪你渡过最渺小的我最卑微的梦我发现这世界没有那么那么的不同现实如果对你不公别计较太多走吧暴风雨后的彩虹也许会落空也许会普通也许这庸庸碌碌的黑白世界你不懂生命中所有的路口绝不是尽头别怕让我留在你身边都陪你渡过
28892408,74.0,我的天空,189873,作词赵辰龙作曲汀洋再见我的爱再见我的过去再见我的眼泪跌倒和失败再见那个年少轻狂的时代再见我的烦恼不再孤单再见我的懦弱不再哭喊我的未来在无尽的黑夜所有都快要毁灭至少我还有梦也为你而感动原来黎明的起点就在我的心里面只要我还有梦就会看到彩虹在我的天空挫折和离别不过是生命中的点缀过了多年我才读懂了家人的眼泪发现原来自己没有说再见的勇气离别的伤感感染了满城的空气失去后才知道那些有多么的珍贵亲爱的朋友们是否已经展翅纷飞不飞到高处怎么开阔自己的视野你已经长大了快告诉全世界外面的世界散发着强大的磁场诱惑着每一双即将展开的翅膀热恋的火在懵懂中凶猛的燃烧美丽的火花在恋人的周围环绕这过程很美尽管有无奈和失落刻骨铭心地爱过尽管她爱的并不是我如果没有离别如何学会承受打击如果没有跌倒如何能够学会爬起在无尽的黑夜所有都快要毁灭至少我还有梦也为你而感动原来黎明的起点就在我的心里面只要我还有梦就会看到彩虹在我的天空是谁在为我等待在那神秘的未来找到属于我的爱是谁在为我等待在那神秘的未来找到属于我的爱在无尽的黑夜所有都快要毁灭至少我还有梦也为你而感动原来黎明的起点就在我的心里面只要我还有梦就会看到彩虹在无尽的黑夜所有都快要毁灭至少我还有梦也为你而感动原来黎明的起点就在我的心里面只要我还有梦就会看到彩虹在我的天空
35040810,9.0,谁记得,896457,作词柳妍熙作曲东南他说的我们到底算是什么难道听到的感觉都是错的暧昧与溺爱总是差了什么明明彼此笑了却又不见了你不在的世界里都是阴天思念像太用力会扯断的线沉默却压抑着燃烧的我们该死的勇气到底在哪里我记得那瞬间相拥一起不會疲倦说好彼此想念却变成背对背怀念谁记得那瞬间我们像永恒的画面按下了暂停键想念一直停在指尖错爱过痛哭过却不想放手难道我们还抱着回忆享受放过我也想要你放过自己爱就要说出口别假装朋友我记得那瞬间相拥一起不會疲倦说好彼此想念却变成背对背怀念谁记得那瞬间我们像永恒的画面按下了暂停键想念一直停在指尖我记得那瞬间相拥一起不會疲倦说好彼此想念却变成背对背怀念谁记得那瞬间我们像永恒的画面按下了暂停键想念一直停在指尖按下了暂停键想念一直停在指尖
28256943,668.0,爱情没有刚刚好,4393,作词潇彬作曲文颖秋早一秒不会遇到晚一步就会走掉我和你没有想到能相逢不能拥抱是命运开的玩笑把回忆演到太好爱上你无法脱逃偏偏我得不到用力的微笑泪忍住不掉失去了你怕一生都不会再遇到幸福还没到你已经走掉原来爱情没有刚刚好我站在冷的街角安静跟孤独拥抱明知道放手就好偏偏我忘不了用力的微笑假装我很好那么爱你却也只能忍痛说不要缘分还没到就已经死掉原来爱情没有刚刚好用力的微笑假装我很好那么爱你却也只能忍痛说不要缘分还没到就已经死掉原来爱情没有刚刚好原来爱情没有刚刚好
191528,43.0,够钟,6479,作词冯曦妤作曲周国贤编曲周国贤编曲周国贤像我这样成就或太牵强而像你这样每一位也心痒清楚你未暗示我是我幻想给我想太多导致内伤迷药快过回复正常够钟死心了当你沉默得高调当得我历劫低潮为何尚要打扰过几多通宵至肯醒觉才愿退烧爱不了却偏走不了别说笑没有感受灵魂被你拖走缠在你左右我乞讨等接收风沙扑面我未怕为你暴走惊觉只有沙没有绿洲还是放弃无谓献丑够钟死心了当你沉默得高调当得我历劫低潮为何尚要骚扰过几多通宵至肯醒觉才愿退烧爱不了却偏走不了没救了一蹶不振的我从今起好应该自量面对高贵漂亮的扮相别妄想高攀得到金奖何事落到这收场枯死在你的手上风花月似戏一场遗容任你瞻仰壮观得夸张你可会流着泪冥想最终你吐出这一句别勉强监制陈光荣
27646409,31.0,你还怕大雨吗,6479,作词易家扬作曲周柏豪编曲冯翰铭制作人冯翰铭乌云下我看这天空真像泼墨画我想走走路并不想回家没办法就在大马路边喝杯咖啡吧想起你那一年站在雨中说怕亲爱的那些记忆现在都跑到哪我过的不是很好却想问你好吗你还怕大雨吗是不是还留短头发无聊的午后特别爱讲爱情的童话你还怕大雨吗我还记得在分手那天风很大但再想不起那时候的话世界是不会停的不管我走到哪雷声在耳边响起像思念的轰炸你还怕大雨吗是不是还留短头发无聊的午后特别爱讲爱情的童话你还怕大雨吗我还记得在分手那天风很大但再想不起那时候的话爱情在大雨下是你是我或许也是他谁也舍不得但要勇敢让自己放下别再怕大雨吧你忘了吗我们那几年说的话说不管怎样都要幸福啊别再怕大雨吧你忘了吗我们那几年说的话说不管怎样都要幸福啊
442518503,79.0,后来的我们（Cover 五月天）,12083013,作词阿信作曲然后呢他们说你的心似乎痊愈了也开始有个人为你守护着我该心安或是心痛呢然后呢其实我的日子也还可以呢除了回忆肆虐的某些时刻庆幸还有眼泪冲淡苦涩而那些昨日依然缤纷着它们都有我细心收藏着也许你还记得也许你都忘了也不是那么重要了只期待后来的你能快乐那就是后来的我最想的后来的我们依然走着只是不再并肩了朝各自的人生追寻了无论是后来故事怎么了也要让后来人生精彩着后来的我们我期待着泪水中能看到你真的自由了我好想你你在哪亲爱的回忆我们共同走过的曲折是那些带我们来到了这一刻让珍贵的人生有失有得用新的幸福把遗憾包着就这么朝着未来前进了有再多的不舍也要狠心割舍别回头看我亲爱的只期待后来的你能快乐那就是后来的我最想的后来的我们依然走着只是不再并肩了朝各自的人生追寻了无论是后来故事怎么了也要让后来人生精彩着后来的我们我期待着泪水中能看到你真的幸福快乐在某处另一个你留下了在那里另一个我微笑着另一个我们还深爱着代替我们永恒着如果能这么想就够了无论是后来故事怎么了也要让后来人生值得后来的我们我期待着泪水中能看到你真的自由了我始终相信所有相遇都有意义
541511427,6.0,不在,1177014,作词尤雅琪作曲胜屿不在韩安旭词尤雅琪曲胜屿编曲胜屿我累了就紧紧锁住情绪不再放任它堆积我痛了就静静屏住呼吸不给想念留余地只是下雨时会委屈只是想起你会哭泣没关系真没关系我终于学会一个人弹琴只是弹琴没有你我终于学会一个人做梦只是做梦没有你我依旧像从前粗心时常会忘记星期几却始终忘不掉你看我的眼睛穿过了熙攘的人海想找谁能把你取代复制你曾给过我的那种宠爱掏空了回忆的脑海寂寞却狠狠扑过来措手不及无法躲开我承认是我太依赖像个不懂事的小孩挥霍掉我们的未来才醒过来我承认后悔了伤害抛开你的好我的坏直到如今学会忍耐你不在我终于学会一个人弹琴只是弹琴没有你我终于学会一个人做梦只是做梦没有你我依旧像从前粗心时常会忘记星期几却始终忘不掉你看我的眼睛穿过了熙攘的人海想找谁能把你取代复制你曾给过我的那种宠爱掏空了回忆的脑海寂寞却狠狠扑过来措手不及无法躲开我承认是我太依赖像个不懂事的小孩挥霍掉我们的未来才醒过来我承认后悔了伤害抛开你的好我的坏直到如今学会忍耐你不在
1293886117,93.0,年少有为,4292,作词李荣浩作曲李荣浩编曲李荣浩电视一直闪联络方式都还没删你待我的好我却错手毁掉也曾一起想有个地方睡觉吃饭可怎么去熬日夜颠倒连头款也凑不到墙板被我砸烂到现在还没修一碗热的粥你怕我没够都留一半带走给你形容美好今后你常常眼睛会红原来心疼我我那时候不懂假如我年少有为不自卑懂得什么是珍贵那些美梦没给你我一生有愧假如我年少有为知进退才不会让你替我受罪婚礼上多喝几杯和你现在那位也曾一起想有个地方睡觉吃饭可怎么去熬日夜颠倒连头款也凑不到墙板被我砸烂到现在还没修一碗热的粥你怕我没够都留一半带走给你形容美好今后你常常眼睛会红原来心疼我我那时候不懂假如我年少有为不自卑懂得什么是珍贵那些美梦没给你我一生有愧假如我年少有为知进退才不会让你替我受罪婚礼上多喝几杯和你现在那位假如我年少有为不自卑尝过后悔的滋味金钱地位搏到了却好想退回假如我年少有为知进退才不会让你替我受罪婚礼上多喝几杯和你现在那位在婚礼上多喝几杯祝我年少有为制作人李荣浩吉他李荣浩贝斯李荣浩鼓和声编写李荣浩和声李荣浩弦乐编写李荣浩弦乐国际首席爱乐乐团录音师李荣浩混音师李荣浩录音室北京一样音乐录音室混音室北京一样音乐录音室母带后期制作人李荣浩母带后期处理工程师周天澈母带后期处理录音室一样音乐工作室酷亚音乐深圳有限公司酷亚音乐股份有限公司
109916,31.0,不具名的悲伤,3694,作词作曲编曲于京延我没有比其他人强悍这没有什么好隐瞒泪水和你一样烫也会有心慌只是不代表我要对人讲工作很忙没有谁不忙我在工作之间流浪剩下的未标示的时光就像一个空罐找不到任何事情可以填满有一种情绪是不具名的悲伤跟我爱不到的那人仿佛无关只有回忆发出的闷响越听越觉遗憾我可不可以什么都不想这是你留给我不具名的悲伤我甚至说不出痛在哪个地方爱不费一颗子弹灵魂却洞穿我投降能不能把记忆关上工作很忙没有谁不忙我在工作之间流浪剩下的未标示的时光就像一个空罐找不到任何事情可以填满有一种情绪是不具名的悲伤跟我爱不到的那人仿佛无关只有回忆发出的闷响越听越觉遗憾我可不可以什么都不想这是你留给我不具名的悲伤我甚至说不出痛在哪个地方爱不费一颗子弹灵魂却洞穿我投降能不能把记忆关上越强烈的爱后劲越强痛一直延长在往后的每个夜晚我以为时间是最好的偏方治好的全都是皮外伤我的不具名的悲伤跟我爱不到的那人仿佛无关只有回忆发出的闷响越听越觉遗憾我可不可以什么都不想这是你留给我不具名的悲伤我甚至说不出痛在哪个地方爱不费一颗子弹灵魂却洞穿我投降能不能把记忆关上
108138,125.0,那些你很冒险的梦,3684,作词王雅君作曲林俊杰编曲吴庆隆当两颗心开始震动当你瞳孔学会闪躲当爱慢慢被遮住只剩下黑距离像影子被拉拖当爱的故事剩听说我找不到你单纯的面孔当生命每分每秒都为你转动心多执着就加倍心痛那些你很冒险的梦我陪你去疯折纸飞机碰到雨天终究会坠落太残忍的话我直说因为爱很重你却不想懂只往反方向走当爱的故事剩听说我找不到你单纯的面孔当生命每分每秒都为你转动心有多执着就加倍心痛那些你很冒险的梦我陪你去疯折纸飞机碰到雨天终究会坠落太残忍的话我直说因为爱很重你却不想懂只往反方向走我不想放手你松开的左手你爱的放纵我白不回天空我输了累了当你再也不回头那些你很冒险的梦我陪你去疯折纸飞机碰到雨天终究会坠落太残忍的话我直说因为爱很重你却不想懂只往反方向走你真的不懂我的爱已降落制作人许环良配唱制作许环良制作协力陈炯顺温晋禾键盘吴庆隆吉他弦乐中国国家交响乐团和声编写许环良和声录音室中央新影录音棚录音师陈忠弘王帅李岳松混音室混音师许环良母带后期处理制作人林俊杰母带后期处理录音室母带后期处理录音师福茂著作权
424264505,82.0,你，好不好？,980025,作词周兴哲吴易纬作曲周兴哲编曲陈建骐是不是还那么爱迟到熬夜工作又睡不好等你完成你的目标要戒掉逞强的嗜好都怪我把自尊放太高没有把你照顾好骄傲是脆弱的外表最怕我的心你不要能不能继续对我哭对我笑对我好继续让我为你想为你疯陪你老你好不好好想知道别急着把回忆都丢掉我只需要你在身边陪我吵陪我闹用好的我把过去坏的我都换掉好想听到你坚决说爱我可惜回不去那一秒你好不好天知道我快要受不了后悔钻进心里烧拥抱再多一次就好你要的我都做得到能不能继续对我哭对我笑对我好继续让我为你想为你疯陪你老给你的好还要不要答案我却不敢揭晓我只需要你在身边陪我吵陪我闹别用离开教我失去的人最重要别说你曾经爱过我让我们回到那一秒你好不好能不能继续对我哭对我笑对我好继续让我为你想为你疯陪你老你好不好我好想知道别急着把我的爱丢掉我只需要你在身边陪我吵陪我闹别用离开教我失去的人最重要别说你曾经爱过我让我们回到那一秒你好不好
1375868212,-10000.0,清平乐,15022168,作词李白唐作曲赵亮棋制作人刘小山编曲赵亮棋人声录音师吴澎人声录音室混音师吴澎混音室母带工程师吴澎母带制作室版权提供北京天浩盛世音乐文化传播有限公司出品人周浩禁庭春昼莺羽披新绣百草巧求花下斗只赌珠玑满斗日晚却理残妆御前闲舞霓裳谁道腰肢窈窕折旋笑得君王日晚却理残妆御前闲舞霓裳谁道腰肢窈窕折旋笑得君王
212233,-10000.0,千千阙歌,7225,作词林振强作曲编曲卢东尼徐徐回望曾属于彼此的晚上红红仍是你赠我的心中艳阳如流傻泪祈望可体恤兼见谅明晨离别你路也许孤单得漫长一瞬间太多东西要讲可惜即将在各一方只好深深把这刻尽凝望来日纵使千千阙歌飘于远方我路上来日纵使千千晚星亮过今晚月亮都比不起这宵美丽亦绝不可使我更欣赏因你今晚共我唱临行临别才顿感哀伤的漂亮原来全是你令我的思忆漫长何年何月才又可今宵一样停留凝望里让眼睛讲彼此立场当某天雨点轻敲你窗当风声吹乱你构想可否抽空想这张旧模样来日纵使千千阙歌飘于远方我路上来日纵使千千晚星亮过今晚月亮都比不起这宵美丽亦绝不可使我更欣赏因你今晚共我唱怎都比不起这宵美丽亦绝不可使我更欣赏因今宵的我可共你唱来日纵使千千阙歌飘于远方我路上来日纵使千千晚星亮过今晚月亮都比不起这宵美丽亦绝不可使我更欣赏因你今晚共我唱来日纵使千千阙歌飘于远方我路上来日纵使千千晚星亮过今晚月亮都比不起这宵美丽都洗不清今晚我所想因不知哪天再共你唱制作人欧丁玉陈永明陈慧娴卢东尼大谷幸冈本郭男渡边茂树苏德华伊丹雅博李小梅
316429,-10000.0,处处吻,10204,作词林夕作曲雷颂德编曲雷颂德编曲雷颂德你爱热吻却永不爱人练习为乐但是怕熟人你爱路过去索取见闻陌路人便特别有份好感你热爱别离再合再离似花瓣献技叫花粉遍地噢噢你在播弄这穿线游戏跟他结束她与他再一起你小心一吻便颠倒众生一吻便救一个人给你拯救的体温总会再捐给某人一吻便偷一个心一吻便杀一个人一寸吻感一寸金一秒崎岖的旅行让半夜情人延续吻别人让你旧情人又惠顾他人每晚大概有上亿个人在地球上落力的亲吻你那习惯散佈给众人在地球上惠泽遍及世人你热爱别离再合再离似花瓣献技叫花粉遍地噢噢你在播弄这穿线游戏跟他结束她与他再一起你小心一吻便颠倒众生一吻便救一个人给你拯救的体温总会再捐给某人一吻便偷一个心一吻便杀一个人一寸吻感一寸金一秒崎岖的旅行噢你为何未曾尽兴这塑胶的爱情跳蚤的旅程噢延展铺天盖地好本领噢这吊诡的爱情播种的旅程别了她她吻他他吻她吻他吻她延续愉快过程你我他真高兴下个她她吻他他吻她再亲你结束这旅程多得你这煞星你小心一吻便颠倒众生一吻便救一个人给你拯救的体温总会再捐给某人一吻便偷一个心一吻便杀一个人一寸吻感一寸金一秒崎岖的旅行别了她她吻他他吻她吻他吻她延续愉快过程你我他真高兴下个她她吻他他吻她吻他吻她延续愉快过程你我他真高兴十个她千个她恩爱扩展的旅程监制雷颂德
229285,-10000.0,漫步人生路,7570,作词郑国江作曲中岛美雪编曲渡边茂树在你身边路虽远未疲倦伴你漫行一段接一段越过高峰另一峰却又见目标推远让理想永远在前面路纵崎岖亦不怕受磨练愿一生中苦痛快乐也体验愉快悲哀在身边转又转风中赏雪雾里赏花快乐回旋毋用计较快欣赏身边美丽每一天还愿确信美景良辰在脚边愿将欢笑声盖掩苦痛那一面悲也好喜也好每天找到新发现让疾风吹呀吹尽管给我俩考验小雨点放心洒早已决心向着前路纵崎岖亦不怕受磨练愿一生中苦痛快乐也体验愉快悲哀在身边转又转风中赏雪雾里赏花快乐回旋毋用计较快欣赏身边美丽每一天还愿确信美景良辰在脚边愿将欢笑声盖掩苦痛那一面悲也好喜也好每天找到新发现让疾风吹呀吹尽管给我俩考验小雨点放心洒早已决心向着前
115162,-10000.0,月半小夜曲,3699,作词向雪怀作曲河合奈保子编曲杜自持仍然倚在失眠夜望天边星宿仍然听见小提琴如泣似诉再挑逗为何只剩一弯月留在我的天空这晚以后音讯隔绝人如天上的明月是不可拥有情如曲过只遗留无可挽救再分别为何只是失望填密我的空虚这晚夜没有吻别仍在说永久想不到是借口从未意会要分手但我的心每分每刻仍然被她占有她似这月儿仍然是不开口提琴独奏独奏着明月半倚深秋我的牵挂我的渴望直至以后仍然倚在失眠夜望天边星宿仍然听见小提琴如泣似诉再挑逗为何只剩一弯月留在我的天空这晚以后音讯隔绝人如天上的明月是不可拥有情如曲过只遗留无可挽救再分别为何只是失望填密我的空虚这晚夜没有吻别仍在说永久想不到是借口从未意会要分手但我的心每分每刻仍然被她占有她似这月儿仍然是不开口提琴独奏独奏着明月半倚深秋我的牵挂我的渴望直至以后仍在说永久想不到是借口从未意会要分手但我的心每分每刻仍然被她占有她似这月儿仍然是不开口提琴独奏独奏着明月半倚深秋我的牵挂我的渴望直至以后
188204,-10000.0,沉默是金,6457,作词许冠杰作曲张国荣编曲鲍比达夜风凛凛独回望旧事前尘是以往的我充满怒愤诬告与指责积压着满肚气不忿对谣言反应甚为着紧受了教训得了书经的指引现已看得透不再自困但觉有分数不再像以往那般笨抹泪痕轻快笑着行冥冥中都早注定你富或贫是错永不对真永是真任你怎说安守我本份始终相信沉默是金是非有公理慎言莫冒犯别人遇上冷风雨休太认真自信满心里休理会讽刺与质问笑骂由人洒脱地做人受了教训得了书经的指引现已看得透不再自困但觉有分数不再像以往那般笨抹泪痕轻快笑着行冥冥中都早注定你富或贫是错永不对真永是真任你怎说安守我本份始终相信沉默是金是非有公理慎言莫冒犯别人遇上冷风雨休太认真自信满心里休理会讽刺与质问笑骂由人洒脱地做人少年人洒脱地做人继续行洒脱地做人
31789216,-10000.0,采薇,1071044,作词张渠作曲张渠昔我往矣杨柳依依今我来思雨雪霏霏昔我往矣杨柳依依今我来思雨雪霏霏昔我往矣杨柳依依今我来思雨雪霏霏昔我往矣杨柳依依今我来思雨雪霏霏昔我往矣杨柳依依今我来思雨雪霏霏昔我往矣杨柳依依今我来思雨雪霏霏
1842728629,-10000.0,如果呢,29051613,作词郑润泽作曲郑润泽出品网易音乐人青云制作人李淘赵建飞看幻想中的行星平行与天际听你说过的话语是那么平静能记得我的好也能够忘掉我迟早我的心里仍屹立着座城堡不知为何无法感受得到你的不舍你是如何能够轻易做得到如果说是真的爱我那为何都说不出口一大堆的所以然呢我脑海只剩为什么就让我放下所有回忆所有事情不那么清晰也许会好比较看幻想中的行星平行与天际听你说过的话语是那么平静说记得我的好也能够忘掉我迟早数不清这是第几次我也不知道如果说是真的爱我那为何都说不出口一大堆的所以然呢我脑海只剩为什么就让我放下所有回忆所有事情不那么清晰也许会好比较如果说是真的爱我那为何都说不出口一大堆的所以然呢我脑海只剩为什么就让我放下所有回忆所有事情不那么清晰也许会好比较也许会好比较出品青桔音乐编曲赵建飞吉他周少伟和声编写曾婕和声演唱曾婕人声录音师赵野人声录音棚弦乐编写赵建飞弦乐监制李朋弦乐国际首席爱乐乐团弦乐录音棚金田录音棚混音师钟泽鑫企划潘俊营销企划罗旭牛雪吟本歌曲来自青云
